# Z1 Z2     a1   b1[1/Ang]  a2     b2[1/Ang]   a3    b3[1/Ang] error(V>30) error(V>10)
 4 36  0.20118  24.62591  0.52394  7.27764  0.27488  2.64638  1.57%  2.28%
 4 37  0.21365  24.27547  0.51786  7.13237  0.26848  2.60053  1.47%  1.48%
 4 38  0.21100  24.75634  0.49092  7.39765  0.29807  2.74863  1.42%  1.67%
 4 39  0.11707  35.14580  0.45775 10.02504  0.42518  3.25802  1.76%  3.62%
 4 40  0.02678 119.14095  0.44983 13.84536  0.52339  3.63661  1.97%  4.36%
 4 41  0.02590 119.97988  0.43211 14.41797  0.54199  3.74707  1.89%  5.94%
 4 42  0.42841  16.49850  0.57159  3.88532  0.00000  0.00000  2.13%  5.77%
 4 43  0.41343  17.17077  0.58657  3.98171  0.00000  0.00000  2.14%  5.57%
 4 44  0.40598  17.50983  0.59402  4.04698  0.00000  0.00000  2.10%  4.93%
 4 45  0.40993  17.43790  0.59007  4.03798  0.00000  0.00000  2.43%  6.50%
 4 46  0.43816  16.34843  0.56184  3.90801  0.00000  0.00000  2.79%  7.44%
 4 47  0.05766  65.27904  0.44139 12.88503  0.50095  3.66278  2.13%  2.50%
 4 48  0.19889  28.98694  0.42690  8.39665  0.37421  3.22207  1.84%  4.74%
 4 49  0.20817  28.32498  0.42665  8.23038  0.36519  3.18055  1.77%  3.99%
 4 50  0.17751  31.61020  0.42927  9.04674  0.39322  3.25288  1.64%  3.21%
 4 51  0.11006  43.02349  0.44246 11.06833  0.44748  3.39771  1.57%  2.61%
 4 52  0.09709  46.62678  0.44104 11.66344  0.46187  3.43627  1.64%  2.12%
 4 53  0.25502  24.82171  0.38912  7.80953  0.35586  3.05078  1.68%  3.02%
 4 54  0.34147  20.81788  0.47464  5.56395  0.18389  2.31918  1.56%  1.66%
 4 55  0.23292  28.21644  0.55368  6.73466  0.21341  2.45648  1.47%  1.56%
 4 56  0.19371  32.51270  0.53721  7.58303  0.26908  2.78181  1.56%  2.48%
 4 57  0.22365  28.72143  0.38121  8.55993  0.39513  3.12439  1.74%  2.97%
 4 58  0.26285  25.76397  0.56908  6.21582  0.16807  2.54690  1.05%  1.15%
 4 59  0.24191  27.70826  0.57361  6.53498  0.18448  2.67180  1.02%  1.08%
 4 60  0.22280  29.73953  0.57747  6.85177  0.19973  2.78447  1.01%  1.12%
 4 61  0.20153  32.45783  0.58403  7.20358  0.21443  2.88569  1.06%  1.20%
 4 62  0.19003  34.15430  0.59238  7.39427  0.21759  2.93416  1.11%  1.38%
 4 63  0.18435  35.20810  0.60200  7.47259  0.21365  2.94929  1.13%  1.48%
 4 64  0.15290  39.65146  0.57501  8.29088  0.27209  3.28859  1.15%  2.66%
 4 65  0.18162  35.84850  0.61487  7.53853  0.20351  2.95846  1.12%  1.51%
 4 66  0.18035  36.05756  0.61826  7.59831  0.20139  2.96967  0.98%  1.15%
 4 67  0.17809  36.45518  0.62290  7.66487  0.19900  2.97110  0.93%  1.10%
 4 68  0.17879  36.40070  0.62822  7.66896  0.19299  2.94318  0.93%  1.16%
 4 69  0.18281  35.61759  0.63122  7.65039  0.18597  2.87436  0.82%  1.46%
 4 70  0.29915  22.45899  0.60362  6.26901  0.09722  2.19610  1.44%  3.62%
 4 71  0.11081  52.99215  0.57941  9.51204  0.30978  3.48271  1.08%  2.49%
 4 72  0.08099  67.33870  0.53049 11.24486  0.38852  3.83914  1.44%  3.93%
 4 73  0.06761  78.05535  0.51774 12.01418  0.41464  3.95003  1.71%  4.26%
 4 74  0.06055  85.69778  0.50886 12.53674  0.43059  4.02251  1.79%  4.26%
 4 75  0.05771  89.15742  0.50384 12.82940  0.43845  4.06416  1.71%  4.16%
 4 76  0.05882  87.37651  0.50082 12.90326  0.44035  4.08178  1.60%  3.99%
 4 77  0.05694  90.50456  0.50618 12.99943  0.43687  4.03973  1.96%  5.39%
 4 78  0.06270  84.43973  0.52741 12.49213  0.40989  3.86943  2.24%  6.76%
 4 79  0.07963  69.58040  0.55431 11.53443  0.36606  3.62256  1.79%  2.74%
 4 80  0.17402  36.40699  0.54964  9.09020  0.27635  3.19703  1.64%  3.46%
 4 81  0.17977  35.42641  0.54256  9.09934  0.27766  3.17264  1.61%  3.27%
 4 82  0.15091  40.69251  0.55139  9.75585  0.29770  3.21488  1.40%  2.50%
 4 83  0.13131  45.35849  0.54904 10.35537  0.31964  3.29224  1.12%  1.70%
 4 84  0.12246  47.80093  0.54144 10.76557  0.33610  3.34539  1.08%  1.57%
 4 85  0.22592  30.20505  0.50488  8.67993  0.26920  3.00582  1.30%  2.20%
 4 86  0.38903  20.62759  0.46805  6.01978  0.14292  2.30731  1.23%  1.19%
 4 87  0.44957  18.55999  0.43857  5.29166  0.11185  2.11810  1.17%  1.37%
 4 88  0.29791  25.25905  0.47192  7.59236  0.23017  2.72804  1.39%  1.95%
 4 89  0.21728  31.09770  0.50115  9.03633  0.28157  2.95883  1.48%  2.24%
 4 90  0.17527  36.22410  0.51316  9.95545  0.31157  3.09902  1.54%  3.04%
 4 91  0.25374  28.23646  0.40495  9.05196  0.34131  3.57934  1.22%  2.22%
 4 92  0.24852  29.42912  0.40254  9.15470  0.34894  3.65920  1.30%  2.39%
 5  5  0.61631   7.03074  0.38369  2.75861  0.00000  0.00000  2.11%  3.06%
 5  6  0.31907  11.02872  0.68093  3.70029  0.00000  0.00000  3.25%  6.43%
 5  7  0.19191  17.72844  0.80809  4.17832  0.00000  0.00000  5.38% 12.22%
 5  8  0.14464  25.72899  0.85536  4.39794  0.00000  0.00000  6.43% 17.66%
 5  9  0.08608  45.54338  0.91392  4.67189  0.00000  0.00000  9.37% 16.70%
 5 10  0.22012  20.43960  0.77988  3.99682  0.00000  0.00000  1.79%  2.17%
 5 11  0.24164  19.52931  0.75258  3.95340  0.00578  0.00000  2.08%  2.43%
 5 12  0.25171  19.31898  0.73706  3.96462  0.01123  0.00000  1.56%  2.27%
 5 13  0.22564  21.40938  0.70907  4.36429  0.06529  1.48256  1.67%  2.53%
 5 14  0.21145  22.46013  0.61640  4.79260  0.17215  2.40710  1.65%  3.55%
 5 15  0.17382  25.13820  0.38032  6.29689  0.44586  3.23802  1.90%  6.69%
 5 16  0.07221  39.49387  0.31875 10.77399  0.60904  3.51675  3.22%  9.70%
 5 17  0.39206  13.14462  0.60794  3.45555  0.00000  0.00000  3.98% 11.67%
 5 18  0.45661  11.82438  0.54339  3.20382  0.00000  0.00000  3.56%  5.71%
 5 19  0.02933  96.41377  0.43756 10.98927  0.53311  3.24038  3.08%  4.05%
 5 20  0.39778  13.56328  0.60222  3.54946  0.00000  0.00000  3.34%  4.74%
 5 21  0.29997  18.05152  0.70003  3.99884  0.00000  0.00000  4.23%  8.27%
 5 22  0.28038  19.36167  0.71962  4.16767  0.00000  0.00000  4.24%  9.05%
 5 23  0.26226  20.87115  0.73774  4.32986  0.00000  0.00000  4.37%  8.39%
 5 24  0.25111  21.94433  0.74889  4.46717  0.00000  0.00000  4.37%  7.79%
 5 25  0.24218  22.80310  0.75782  4.59140  0.00000  0.00000  4.38%  8.10%
 5 26  0.24539  22.39844  0.75461  4.66505  0.00000  0.00000  3.98%  8.02%
 5 27  0.25174  22.08597  0.74826  4.69462  0.00000  0.00000  4.17%  9.31%
 5 28  0.26585  21.45782  0.73415  4.66152  0.00000  0.00000  3.92%  6.54%
 5 29  0.36264  15.90841  0.63736  4.29641  0.00000  0.00000  1.80%  1.68%
 5 30  0.36318  15.79439  0.61907  4.46524  0.01776  1.33249  1.63%  1.78%
 5 31  0.31895  17.14719  0.50926  5.38556  0.17179  2.86095  1.62%  2.07%
 5 32  0.31707  17.58806  0.43697  5.66996  0.24596  3.17304  1.48%  3.20%
 5 33  0.05136  62.60649  0.43240 11.80424  0.51625  3.84594  1.75%  4.58%
 5 34  0.04089  78.01207  0.45734 12.08013  0.50177  3.71478  1.90%  7.17%
 5 35  0.04786  69.46491  0.48113 11.59376  0.47102  3.52028  2.18%  8.39%
 5 36  0.11300  36.71965  0.51077  9.28334  0.37624  3.10848  1.82%  3.40%
 5 37  0.12643  34.21458  0.49567  9.19056  0.37790  3.11319  1.70%  2.62%
 5 38  0.08538  44.64928  0.47803 10.66693  0.43659  3.34135  1.87%  3.25%
 5 39  0.45060  15.56795  0.54940  3.77106  0.00000  0.00000  2.62%  6.49%
 5 40  0.01530 207.23675  0.41805 15.70242  0.56665  3.87493  2.60%  7.87%
 5 41  0.40588  17.62676  0.59412  4.00450  0.00000  0.00000  2.84%  8.36%
 5 42  0.39413  18.26455  0.60587  4.08798  0.00000  0.00000  2.81%  9.56%
 5 43  0.37580  19.34452  0.62420  4.19166  0.00000  0.00000  3.14% 10.24%
 5 44  0.35973  20.54437  0.64027  4.27119  0.00000  0.00000  3.83% 10.27%
 5 45  0.34525  21.92432  0.65475  4.32719  0.00000  0.00000  5.26% 12.88%
 5 46  0.38142  19.53228  0.61858  4.17576  0.00000  0.00000  4.04%  9.98%
 5 47  0.43631  16.73239  0.56369  3.94152  0.00000  0.00000  2.32%  2.88%
 5 48  0.12476  38.64128  0.41108 10.83176  0.46417  3.59798  1.76%  3.62%
 5 49  0.19611  29.07765  0.38105  9.09710  0.42284  3.47345  1.73%  1.98%
 5 50  0.10244  45.14089  0.43234 11.39699  0.46522  3.57861  1.44%  1.77%
 5 51  0.05189  75.38374  0.44591 13.44136  0.50221  3.67849  1.30%  3.37%
 5 52  0.05956  69.84976  0.46734 12.69727  0.47310  3.52771  1.71%  4.77%
 5 53  0.11117  44.49332  0.47608 10.63121  0.41275  3.26915  1.74%  5.71%
 5 54  0.23053  27.04203  0.45212  7.85124  0.31735  2.88903  1.63%  2.40%
 5 55  0.16643  36.18616  0.53209  8.24353  0.30148  2.93204  1.62%  3.35%
 5 56  0.12002  45.86584  0.50927  9.64991  0.37071  3.27604  1.79%  5.50%
 5 57  0.06998  61.90705  0.44476 13.03200  0.48526  3.48783  1.95%  6.60%
 5 58  0.11577  47.73465  0.48347 10.08912  0.40076  3.55804  1.19%  2.16%
 5 59  0.12865  44.45693  0.48959  9.63395  0.38176  3.55131  1.09%  2.72%
 5 60  0.12954  44.49748  0.49791  9.52985  0.37255  3.57104  1.14%  2.68%
 5 61  0.12969  44.80223  0.50763  9.43955  0.36269  3.58503  1.16%  2.57%
 5 62  0.13099  44.81873  0.51662  9.33632  0.35239  3.59427  1.16%  2.45%
 5 63  0.13307  44.55907  0.52293  9.25652  0.34400  3.60567  1.16%  2.39%
 5 64  0.08257  63.43484  0.50844 10.90960  0.40899  3.87972  1.86%  6.22%
 5 65  0.13704  43.89295  0.53547  9.14048  0.32749  3.61182  0.97%  1.60%
 5 66  0.13430  44.74695  0.54177  9.20624  0.32393  3.62043  0.95%  1.24%
 5 67  0.13252  45.51748  0.55118  9.20979  0.31630  3.60713  0.94%  1.23%
 5 68  0.14413  42.82138  0.56425  8.87046  0.29162  3.51711  0.84%  1.13%
 5 69  0.16628  38.35967  0.58538  8.29256  0.24834  3.31413  0.75%  2.08%
 5 70  0.33400  20.66151  0.56212  6.06532  0.10387  2.48529  1.57%  3.31%
 5 71  0.06030  88.06099  0.50099 12.17167  0.43872  4.06678  1.94%  5.59%
 5 72  0.51912  14.97502  0.48088  4.22696  0.00000  0.00000  2.46%  6.03%
 5 73  0.05311  95.62097  0.48250 13.31689  0.46438  4.19893  1.98%  7.28%
 5 74  0.04836 104.29362  0.47732 13.75546  0.47433  4.24587  2.08%  8.39%
 5 75  0.50426  15.73493  0.49574  4.31970  0.00000  0.00000  2.47%  9.23%
 5 76  0.49228  16.35151  0.50772  4.35873  0.00000  0.00000  3.05% 10.37%
 5 77  0.48173  17.04594  0.51827  4.37560  0.00000  0.00000  4.07% 12.25%
 5 78  0.03310 157.05451  0.48045 15.09810  0.48645  4.21586  3.29%  8.54%
 5 79  0.06130  86.67065  0.51831 12.83815  0.42039  3.91219  1.60%  2.62%
 5 80  0.15270  39.79109  0.51577  9.94800  0.33152  3.53257  1.29%  2.23%
 5 81  0.16268  38.02505  0.51204  9.79845  0.32528  3.47971  1.17%  1.64%
 5 82  0.14067  42.80781  0.52205 10.30969  0.33727  3.48917  0.95%  1.75%
 5 83  0.10717  52.94658  0.52876 11.27836  0.36407  3.57658  0.82%  2.86%
 5 84  0.13896  43.83228  0.53388 10.32826  0.32716  3.37026  1.04%  4.96%
 5 85  0.16518  38.93599  0.54288  9.59231  0.29194  3.15291  1.59%  4.39%
 5 86  0.26350  27.68734  0.51683  7.77157  0.21966  2.76702  1.25%  2.16%
 5 87  0.28170  26.30743  0.49788  7.62375  0.22041  2.76258  1.08%  1.04%
 5 88  0.14143  44.27363  0.55101 10.25563  0.30756  3.13694  1.75%  3.90%
 5 89  0.10352  54.81117  0.55473 11.32143  0.34175  3.29722  1.93%  5.28%
 5 90  0.09121  60.99568  0.55376 11.76067  0.35504  3.36370  2.25%  5.96%
 5 91  0.08175  63.96325  0.49189 13.07982  0.42636  3.93227  1.44%  7.10%
 5 92  0.08614  63.02529  0.47766 13.24880  0.43620  4.01416  1.68%  6.52%
 6  6  0.15875  20.65075  0.84125  4.29817  0.00000  0.00000  5.55% 11.80%
 6  7  0.09907  35.09099  0.90093  4.63719  0.00000  0.00000  7.32% 17.55%
 6  8  0.05935  59.31852  0.94065  4.92698  0.00000  0.00000  9.51% 25.06%
 6  9  0.06816  57.86994  0.93184  4.85651  0.00000  0.00000  8.88% 15.17%
 6 10  0.21629  24.75216  0.78371  4.14526  0.00000  0.00000  3.13%  3.19%
 6 11  0.22086  21.16648  0.77418  4.12910  0.00496  0.00000  1.53%  1.45%
 6 12  0.22684  21.01908  0.76209  4.16397  0.01107  0.22585  1.25%  3.14%
 6 13  0.19581  24.04332  0.66275  4.82285  0.14143  2.35568  1.59%  3.52%
 6 14  0.16575  25.52231  0.28104  7.24539  0.55321  3.56506  1.93%  6.64%
 6 15  0.30863  15.96890  0.69137  3.83197  0.00000  0.00000  3.94% 10.77%
 6 16  0.27393  19.11358  0.72607  3.94257  0.00000  0.00000  6.03% 14.06%
 6 17  0.31265  16.85096  0.68735  3.81751  0.00000  0.00000  5.39% 12.70%
 6 18  0.37683  14.29365  0.62317  3.59418  0.00000  0.00000  4.20%  7.36%
 6 19  0.35546  15.30381  0.64454  3.72475  0.00000  0.00000  3.95%  6.16%
 6 20  0.29390  18.57287  0.70610  4.02721  0.00000  0.00000  4.45%  8.79%
 6 21  0.24819  22.49340  0.75181  4.28431  0.00000  0.00000  5.35% 10.00%
 6 22  0.23589  23.69402  0.76411  4.42636  0.00000  0.00000  5.27% 11.39%
 6 23  0.22892  24.45007  0.77108  4.55193  0.00000  0.00000  5.23% 12.72%
 6 24  0.21114  26.88285  0.78886  4.71558  0.00000  0.00000  5.78% 12.28%
 6 25  0.19338  29.63626  0.80662  4.86740  0.00000  0.00000  6.30% 11.72%
 6 26  0.20057  28.59244  0.79943  4.90962  0.00000  0.00000  5.71% 12.93%
 6 27  0.20392  28.50388  0.79608  4.94603  0.00000  0.00000  5.51% 12.63%
 6 28  0.23729  24.73867  0.76271  4.83027  0.00000  0.00000  3.90%  6.79%
 6 29  0.32731  17.82478  0.67269  4.47987  0.00000  0.00000  1.88%  2.49%
 6 30  0.32311  17.84675  0.64068  4.73125  0.03621  2.13217  1.75%  3.14%
 6 31  0.27562  19.60145  0.37329  6.36536  0.35109  3.62410  1.72%  3.66%
 6 32  0.02692 107.41722  0.39330 13.81483  0.57978  4.14258  1.90%  5.43%
 6 33  0.41944  15.29219  0.58056  4.07205  0.00000  0.00000  2.53%  8.69%
 6 34  0.42272  15.67975  0.57728  4.00079  0.00000  0.00000  3.34% 12.10%
 6 35  0.45870  14.60045  0.54130  3.81013  0.00000  0.00000  2.97% 10.86%
 6 36  0.06707  53.43528  0.47463 11.18362  0.45831  3.48305  2.18%  5.49%
 6 37  0.06184  56.64485  0.46402 11.66575  0.47414  3.54318  2.17%  5.28%
 6 38  0.44895  15.45272  0.55105  3.81869  0.00000  0.00000  2.64%  6.56%
 6 39  0.01344 221.89219  0.40617 16.21202  0.58039  3.96569  3.05% 10.61%
 6 40  0.38467  18.72530  0.61533  4.11657  0.00000  0.00000  3.85% 11.83%
 6 41  0.36896  19.68733  0.63104  4.21068  0.00000  0.00000  4.12% 13.29%
 6 42  0.34204  21.61769  0.65796  4.34908  0.00000  0.00000  5.11% 15.69%
 6 43  0.33532  21.96613  0.66468  4.41106  0.00000  0.00000  5.34% 15.83%
 6 44  0.31691  23.66759  0.68309  4.50285  0.00000  0.00000  6.05% 14.99%
 6 45  0.32445  23.19765  0.67555  4.47737  0.00000  0.00000  5.68% 15.14%
 6 46  0.35680  20.97931  0.64320  4.33079  0.00000  0.00000  3.88%  9.14%
 6 47  0.42167  17.21908  0.57833  4.06393  0.00000  0.00000  1.80%  3.19%
 6 48  0.07475  53.81097  0.42053 12.57686  0.50472  3.80093  1.42%  1.66%
 6 49  0.06109  64.19516  0.43502 12.96469  0.50389  3.78557  1.28%  2.25%
 6 50  0.04144  90.06802  0.43798 14.02268  0.52058  3.83661  1.06%  4.81%
 6 51  0.04055  95.17555  0.45665 13.77384  0.50280  3.72145  1.51%  7.97%
 6 52  0.04764  84.47068  0.47374 13.13819  0.47862  3.59516  1.71%  9.99%
 6 53  0.04801  85.97313  0.49030 12.89880  0.46169  3.48844  2.12%  8.92%
 6 54  0.07056  62.13599  0.50284 11.80203  0.42659  3.32037  2.15%  4.40%
 6 55  0.10177  51.42611  0.50650 10.24361  0.39174  3.36687  1.99%  6.76%
 6 56  0.05748  78.92182  0.47015 12.60658  0.47237  3.71911  2.44%  9.75%
 6 57  0.45881  17.14091  0.54119  3.74017  0.00000  0.00000  3.21% 10.98%
 6 58  0.07322  65.51994  0.46309 12.02648  0.46369  3.83338  1.83%  8.56%
 6 59  0.07402  65.63535  0.46331 11.99500  0.46267  3.88560  1.84%  8.25%
 6 60  0.07488  65.81971  0.46478 11.94201  0.46034  3.93155  1.93%  7.85%
 6 61  0.07646  65.40606  0.46586 11.87180  0.45767  3.97416  2.08%  7.41%
 6 62  0.07526  66.60803  0.46580 11.96371  0.45894  4.02253  2.06%  7.42%
 6 63  0.07359  68.30460  0.46717 12.05561  0.45923  4.06352  2.00%  7.05%
 6 64  0.49518  14.81406  0.50482  4.25702  0.00000  0.00000  2.94% 10.94%
 6 65  0.07336  69.33739  0.47325 12.06722  0.45338  4.11331  1.70%  4.43%
 6 66  0.07490  68.91295  0.47998 11.93428  0.44513  4.11270  1.65%  3.38%
 6 67  0.08347  63.91485  0.49046 11.47250  0.42607  4.06921  1.42%  2.53%
 6 68  0.09955  56.00927  0.50073 10.81149  0.39972  3.99299  1.07%  1.12%
 6 69  0.13250  45.03385  0.51652  9.71292  0.35098  3.81991  0.84%  1.86%
 6 70  0.40279  17.75085  0.49648  5.54063  0.10073  2.78726  1.75%  2.08%
 6 71  0.04696 109.38501  0.45704 13.58564  0.49600  4.31841  2.20%  8.92%
 6 72  0.46788  16.66300  0.53212  4.46364  0.00000  0.00000  2.93% 10.76%
 6 73  0.45509  17.35962  0.54491  4.52266  0.00000  0.00000  3.43% 11.91%
 6 74  0.44019  18.21871  0.55981  4.59128  0.00000  0.00000  4.13% 13.01%
 6 75  0.42640  19.10946  0.57360  4.65036  0.00000  0.00000  4.68% 12.75%
 6 76  0.41448  20.04325  0.58552  4.69368  0.00000  0.00000  5.11% 13.56%
 6 77  0.42986  19.34528  0.57014  4.61932  0.00000  0.00000  4.56% 13.55%
 6 78  0.47652  17.23240  0.52348  4.39569  0.00000  0.00000  2.89%  8.24%
 6 79  0.05864  91.16657  0.49440 13.29327  0.44696  4.07394  1.16%  2.42%
 6 80  0.13257  44.61217  0.50203 10.55292  0.36539  3.73825  0.91%  1.10%
 6 81  0.11999  48.66491  0.51048 10.87422  0.36953  3.72071  0.83%  2.31%
 6 82  0.08683  63.65244  0.52193 11.87626  0.39125  3.76615  1.00%  4.95%
 6 83  0.09410  59.95728  0.53857 11.48112  0.36732  3.62392  1.34%  6.80%
 6 84  0.09226  61.58922  0.55245 11.42550  0.35529  3.51905  1.94%  7.49%
 6 85  0.09955  58.66962  0.56199 11.11044  0.33846  3.39576  2.33%  6.68%
 6 86  0.14943  42.53819  0.55617  9.83193  0.29439  3.16531  1.82%  4.32%
 6 87  0.13730  45.22583  0.55273 10.25285  0.30997  3.22186  1.60%  3.53%
 6 88  0.06915  80.47598  0.56117 12.39123  0.36968  3.47271  2.45%  6.99%
 6 89  0.06534  81.79210  0.55842 12.53471  0.37625  3.51577  2.46% 10.35%
 6 90  0.05383  99.25762  0.55386 13.13365  0.39231  3.58893  3.09% 10.38%
 6 91  0.51878  16.65474  0.48122  4.17828  0.00000  0.00000  3.32% 11.54%
 6 92  0.03635 138.80888  0.47302 16.02401  0.49062  4.26381  3.58% 11.99%
 7  7  0.02813 110.69827  0.97187  5.12699  0.00000  0.00000 11.01% 22.69%
 7  8  0.04526  80.65992  0.95474  5.07099  0.00000  0.00000  9.77% 22.80%
 7  9  0.08337  49.44156  0.91663  4.83986  0.00000  0.00000  7.12% 16.29%
 7 10  0.19253  26.08549  0.80747  4.27909  0.00000  0.00000  2.33%  2.37%
 7 11  0.21446  22.20299  0.78266  4.21518  0.00287  0.00000  1.20%  1.20%
 7 12  0.19435  23.27123  0.76027  4.54573  0.04538  1.66549  1.44%  2.92%
 7 13  0.16797  26.58590  0.51475  5.64253  0.31729  3.13730  1.75%  6.87%
 7 14  0.05460  44.02953  0.27391 12.78154  0.67148  3.86173  3.83% 10.89%
 7 15  0.23667  22.19825  0.76333  4.14298  0.00000  0.00000  7.18% 12.15%
 7 16  0.25229  21.04802  0.74771  4.11423  0.00000  0.00000  6.58% 15.69%
 7 17  0.25455  21.43437  0.74545  4.12348  0.00000  0.00000  6.86% 13.77%
 7 18  0.30896  17.70541  0.69104  3.93207  0.00000  0.00000  4.82%  9.42%
 7 19  0.27691  20.25846  0.72309  4.10267  0.00000  0.00000  4.90%  9.09%
 7 20  0.26425  21.26751  0.73575  4.21961  0.00000  0.00000  4.92% 10.02%
 7 21  0.21658  26.54029  0.78342  4.48889  0.00000  0.00000  6.68% 12.01%
 7 22  0.21607  26.47952  0.78393  4.59278  0.00000  0.00000  6.35% 14.94%
 7 23  0.19748  29.24247  0.80252  4.76276  0.00000  0.00000  6.82% 14.90%
 7 24  0.18576  31.27344  0.81424  4.89912  0.00000  0.00000  6.82% 13.80%
 7 25  0.17291  33.62357  0.82709  5.02478  0.00000  0.00000  6.78% 12.28%
 7 26  0.17030  34.41942  0.82970  5.10259  0.00000  0.00000  6.46% 11.35%
 7 27  0.20553  28.52802  0.79447  4.99608  0.00000  0.00000  4.33%  9.26%
 7 28  0.25327  23.12117  0.74673  4.82475  0.00000  0.00000  2.41%  5.92%
 7 29  0.31615  18.42791  0.66001  4.64204  0.02384  3.23245  1.68%  4.09%
 7 30  0.24003  21.67227  0.29992  7.27368  0.46004  4.00050  1.75%  3.86%
 7 31  0.03019  92.13090  0.37435 13.94052  0.59545  4.27070  1.97%  5.89%
 7 32  0.39946  15.81697  0.60054  4.22377  0.00000  0.00000  2.82%  8.98%
 7 33  0.40906  15.87039  0.59094  4.14973  0.00000  0.00000  3.51% 13.50%
 7 34  0.40187  16.73330  0.59813  4.12633  0.00000  0.00000  3.97% 14.28%
 7 35  0.41804  16.27681  0.58196  4.01931  0.00000  0.00000  3.74% 11.70%
 7 36  0.46283  14.66899  0.53717  3.82318  0.00000  0.00000  2.88%  7.21%
 7 37  0.43648  15.91694  0.56352  3.92466  0.00000  0.00000  2.89%  7.52%
 7 38  0.41643  16.86298  0.58357  4.00730  0.00000  0.00000  3.12%  8.28%
 7 39  0.37942  19.00056  0.62058  4.17123  0.00000  0.00000  4.35% 12.76%
 7 40  0.34259  21.68311  0.65741  4.33686  0.00000  0.00000  5.68% 14.35%
 7 41  0.33434  22.23339  0.66566  4.40441  0.00000  0.00000  5.77% 15.19%
 7 42  0.33124  22.27056  0.66876  4.45931  0.00000  0.00000  5.90% 17.57%
 7 43  0.31145  23.99041  0.68855  4.56630  0.00000  0.00000  6.30% 17.44%
 7 44  0.30632  24.57483  0.69368  4.59877  0.00000  0.00000  6.23% 16.19%
 7 45  0.32654  23.00474  0.67346  4.51286  0.00000  0.00000  4.81% 12.30%
 7 46  0.37893  19.31634  0.62107  4.29738  0.00000  0.00000  2.62%  8.13%
 7 47  0.43258  16.63844  0.56742  4.07391  0.00000  0.00000  1.33%  4.33%
 7 48  0.04177  89.25643  0.43171 13.93052  0.52652  3.91800  1.15%  2.57%
 7 49  0.03193 117.14336  0.43340 14.62080  0.53467  3.94147  1.20%  5.66%
 7 50  0.47391  15.55699  0.52609  3.86940  0.00000  0.00000  1.79%  8.16%
 7 51  0.48084  15.64502  0.51916  3.79839  0.00000  0.00000  2.44% 11.57%
 7 52  0.49081  15.53888  0.50919  3.73330  0.00000  0.00000  2.75% 12.62%
 7 53  0.49460  15.69554  0.50540  3.68987  0.00000  0.00000  3.01% 10.44%
 7 54  0.03384 123.99095  0.49830 13.65132  0.46786  3.53715  2.15%  8.54%
 7 55  0.50225  14.75953  0.49775  3.79775  0.00000  0.00000  3.44%  9.22%
 7 56  0.47108  15.94521  0.52892  3.96612  0.00000  0.00000  4.16% 11.78%
 7 57  0.44406  17.97196  0.55594  3.86015  0.00000  0.00000  4.06% 14.99%
 7 58  0.46389  16.20905  0.53611  4.12224  0.00000  0.00000  4.32% 14.27%
 7 59  0.45978  16.36355  0.54022  4.19237  0.00000  0.00000  4.19% 13.75%
 7 60  0.45773  16.43130  0.54227  4.25382  0.00000  0.00000  4.23% 12.99%
 7 61  0.45667  16.48364  0.54333  4.30610  0.00000  0.00000  3.96% 11.72%
 7 62  0.45782  16.47691  0.54218  4.34531  0.00000  0.00000  3.68% 10.04%
 7 63  0.46059  16.41192  0.53941  4.37635  0.00000  0.00000  3.35%  9.01%
 7 64  0.43549  17.32869  0.56451  4.52296  0.00000  0.00000  4.42% 14.37%
 7 65  0.47081  16.10830  0.52919  4.41231  0.00000  0.00000  2.88%  6.08%
 7 66  0.48131  15.75364  0.51869  4.40477  0.00000  0.00000  2.63%  5.15%
 7 67  0.05046  96.60468  0.45974 13.55941  0.48979  4.34365  2.09%  4.20%
 7 68  0.06109  82.11774  0.46797 12.90273  0.47094  4.29726  1.62%  2.40%
 7 69  0.07684  68.20370  0.47763 12.09615  0.44553  4.21654  1.20%  1.14%
